web-scraper-order,web-scraper-start-url,img-src,name,core count,perfomance core clock,perfomance boost clock,tpc,integrated graphics,price,link,link-href,rating,socket1,socket2
1672945170-594,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-na.ssl-images-amazon.com/images/I/51h6HNISw9L.jpg,Intel Core i5-2450P,4,3.2,null,95,Integrated GraphicsNone,205.29,Intel Core i5-2450P         (0),https://es.pcpartpicker.com/product/jKjG3C/intel-cpu-bx80623i52450p,null,"Integrated Graphics


None","Socket


LGA1155"
1672945172-595,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-na.ssl-images-amazon.com/images/I/41PduZ74l4L.jpg,Intel Core i5-6402P,4,2.8,3.4,65,Integrated GraphicsIntel HD Graphics 510,214.56,Intel Core i5-6402P         (2),https://es.pcpartpicker.com/product/JC648d/intel-core-i5-6402p-28ghz-quad-core-processor-bx80662i56402p,"(2 Ratings, 3.5 Average)","Socket


LGA1151","Core Family


Skylake-S"
1672945174-596,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/42897d7fd845792aaa6a666396777d04.256p.jpg,AMD Ryzen 5 1400,4,3.2,3.4,65,Integrated GraphicsNone,215.61,AMD Ryzen 5 1400         (52),https://es.pcpartpicker.com/product/72wqqs/amd-ryzen-5-1400-32ghz-quad-core-processor-yd1400bbaebox,"(52 Ratings, 4.8 Average)","Socket


AM4","Core Family


Summit Ridge"
1672945177-597,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-na.ssl-images-amazon.com/images/I/51v9O6dChHL.jpg,Intel Core 2 Duo E8400,2,3,null,65,Integrated GraphicsNone,216.3,Intel Core 2 Duo E8400         (1),https://es.pcpartpicker.com/product/g9H323/intel-cpu-bx80570e8400,"(1 Rating, 4.0 Average)","Integrated Graphics


None","Socket


LGA775"
1672945179-598,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/51m7931xzhL.jpg,Intel Core i3-6100,2,3.7,null,51,Integrated GraphicsIntel HD Graphics 530,216.34,Intel Core i3-6100         (161),https://es.pcpartpicker.com/product/hV7CmG/intel-cpu-bx80662i36100,"(161 Ratings, 4.8 Average)","Integrated Graphics


Intel HD Graphics 530","Socket


LGA1151"
1672945181-599,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/f50b7e267212207b24b39b85ec8e5b47.256p.jpg,Intel Core i3-9350K,4,4,4.6,91,Integrated GraphicsIntel HD Graphics 630,219,Intel Core i3-9350K         (0),https://es.pcpartpicker.com/product/FgXYcf/intel-core-i3-9350k-4-ghz-quad-core-processor-bx80684i39350k,null,"Socket


LGA1151","Core Family


Coffee Lake Refresh"
1672945184-600,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/51yRjfYzahL.jpg,Intel Core i5-8600,6,3.1,4.3,65,Integrated GraphicsIntel UHD Graphics 630,220,Intel Core i5-8600         (3),https://es.pcpartpicker.com/product/XMTPxr/intel-core-i5-8600-31ghz-6-core-processor-bx80684i58600,"(3 Ratings, 5.0 Average)","Socket


LGA1151","Core Family


Coffee Lake"
1672945186-601,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-na.ssl-images-amazon.com/images/I/51kDgQgexzL.jpg,Intel Xeon E5-2660 V2,10,2.2,3,95,Integrated GraphicsNone,220.02,Intel Xeon E5-2660 V2         (0),https://es.pcpartpicker.com/product/T86BD3/intel-cpu-bx80635e52660v2,null,"Socket


LGA2011","Core Family


Ivy Bridge-EP"
1672945188-602,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/f4e07d2c312edb86a1afe494ed5cd645.256p.jpg,Intel Core i3-10305,4,3.8,4.5,65,Integrated GraphicsIntel UHD Graphics 630,223.71,Intel Core i3-10305         (0),https://es.pcpartpicker.com/product/HnLFf7/intel-core-i3-10305-38-ghz-quad-core-processor-bx8070110305,null,"Socket


LGA1200","Core Family


Comet Lake"
1672945190-603,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/15d32b9ce80c52b0439123e9c5a12979.256p.jpg,AMD Ryzen 7 5700X,8,3.4,4.6,65,Integrated GraphicsNone,225.12,AMD Ryzen 7 5700X         (26),https://es.pcpartpicker.com/product/JmhFf7/amd-ryzen-7-5700x-34-ghz-8-core-processor-100-100000926wof,"(26 Ratings, 5.0 Average)","Socket


AM4","Core Family


Vermeer"
1672945193-604,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/2447958ccca245b5827bf05929f870e6.256p.jpg,AMD Ryzen 5 1600 (12nm),6,3.2,3.6,65,Integrated GraphicsNone,225.83,AMD Ryzen 5 1600 (12nm)         (52),https://es.pcpartpicker.com/product/8HqBD3/amd-ryzen-5-1600-12nm-32-ghz-6-core-processor-yd1600bbafbox,"(52 Ratings, 4.8 Average)","Socket


AM4","Core Family


Pinnacle Ridge"
1672945195-605,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/41P4d+8jqLL.jpg,Intel Core i7-10700F,8,2.9,4.8,65,Integrated GraphicsNone,226.74,Intel Core i7-10700F         (4),https://es.pcpartpicker.com/product/PCvqqs/intel-core-i7-10700f-29-ghz-8-core-processor-bx8070110700f,"(4 Ratings, 4.8 Average)","Socket


LGA1200","Core Family


Comet Lake"
1672945197-606,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/41gKojt3OHL.jpg,Intel Pentium Gold G5400T,2,3.1,null,35,Integrated GraphicsIntel UHD Graphics 610,226.94,Intel Pentium Gold G5400T         (0),https://es.pcpartpicker.com/product/jfF48d/intel-pentium-gold-g5400t-31ghz-dual-core-oemtray-processor-cm8068403360212,null,"Integrated Graphics


Intel UHD Graphics 610","Socket


LGA1151"
1672945199-607,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/31gcEgOF1EL.jpg,AMD A10-7850K,4,3.7,4,95,Integrated GraphicsRadeon R7 (on-die),227,AMD A10-7850K         (53),https://es.pcpartpicker.com/product/TqxfrH/amd-cpu-ad785kxbjabox,"(53 Ratings, 4.6 Average)","Socket


FM2+","Core Family


Kaveri"
1672945202-608,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-na.ssl-images-amazon.com/images/I/51SE8s7Qz9L.jpg,Intel Core i5-3570,4,3.4,null,77,Integrated GraphicsIntel HD Graphics 2500,228.44,Intel Core i5-3570         (21),https://es.pcpartpicker.com/product/dVV48d/intel-cpu-bx80637i53570,"(21 Ratings, 4.9 Average)","Integrated Graphics


Intel HD Graphics 2500","Socket


LGA1155"
1672945204-609,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/07676ad3db15c1249435755181587c11.256p.jpg,Intel Core i7-4770S,4,3.1,null,65,Integrated GraphicsIntel HD Graphics 4600,229,Intel Core i7-4770S         (5),https://es.pcpartpicker.com/product/cvPfrH/intel-cpu-bx80646i74770s,"(5 Ratings, 4.6 Average)","Integrated Graphics


Intel HD Graphics 4600","Socket


LGA1150"
1672945206-610,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-fe.ssl-images-amazon.com/images/I/51OQzB3bsDL.jpg,AMD FX-8300,8,3.3,null,95,Integrated GraphicsNone,229,AMD FX-8300         (7),https://es.pcpartpicker.com/product/qmrcCJ/amd-cpu-fd8300wmhkbox,"(7 Ratings, 4.3 Average)","Integrated Graphics


None","Socket


AM3+"
1672945209-611,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/51LGOgLV8TL.jpg,Intel Core i5-6500,4,3.2,3.6,65,Integrated GraphicsIntel HD Graphics 530,230,Intel Core i5-6500         (238),https://es.pcpartpicker.com/product/xwhj4D/intel-cpu-bx80662i56500,"(238 Ratings, 4.9 Average)","Socket


LGA1151","Core Family


Skylake-S"
1672945212-612,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/41pb7hOk1yS.jpg,Intel Core i5-4570S,4,2.9,null,65,Integrated GraphicsIntel HD Graphics 4600,231.62,Intel Core i5-4570S         (0),https://es.pcpartpicker.com/product/XbjWGX/intel-cpu-cm8064601465605,null,"Integrated Graphics


Intel HD Graphics 4600","Socket


LGA1150"
1672945214-613,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/fd51d44541807d00d4b265d071f313fa.256p.jpg,Intel Core i5-6400,4,2.7,3.3,65,Integrated GraphicsIntel HD Graphics 530,231.89,Intel Core i5-6400         (2),https://es.pcpartpicker.com/product/kYH48d/intel-cpu-cm8066201920506,"(2 Ratings, 4.5 Average)","Socket


LGA1151","Core Family


Skylake-S"
1672945216-614,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/680eb809ab070a6d9d121a37ffac13bb.256p.jpg,Intel Pentium Gold G5420,2,3.8,null,54,Integrated GraphicsIntel UHD Graphics 610,235.03,Intel Pentium Gold G5420         (0),https://es.pcpartpicker.com/product/v2xbt6/intel-pentium-gold-g5420-38-ghz-dual-core-processor-bx80684g5420,null,"Integrated Graphics


Intel UHD Graphics 610","Socket


LGA1151"
1672945218-615,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/b832802a56c229f75ef6adf54fad250c.256p.jpg,Intel Core i3-9350KF,4,4,4.6,91,Integrated GraphicsNone,239.95,Intel Core i3-9350KF         (1),https://es.pcpartpicker.com/product/DDtQzy/intel-core-i3-9350kf-4-ghz-quad-core-processor-bx80684i39350kf,"(1 Rating, 4.0 Average)","Socket


LGA1151","Core Family


Coffee Lake Refresh"
1672945221-616,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/21JD7tp2PWL.jpg,AMD FX-8320,8,3.5,null,125,Integrated GraphicsNone,242,AMD FX-8320         (1),https://es.pcpartpicker.com/product/s8h9TW/amd-cpu-fd8320frw8khk,"(1 Rating, 5.0 Average)","Integrated Graphics


None","Socket


AM3+"
1672945223-617,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/cec5ee818776737baefc9603bdbf9391.256p.jpg,Intel Core i5-10600K,6,4.1,4.8,125,Integrated GraphicsIntel UHD Graphics 630,242.84,Intel Core i5-10600K         (70),https://es.pcpartpicker.com/product/HcPgXL/intel-core-i5-10600k-41-ghz-6-core-processor-bx8070110600k,"(70 Ratings, 4.9 Average)","Socket


LGA1200","Core Family


Comet Lake"
1672945226-618,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/9b4cefb2e43f2c358f3a97a31e1be90b.256p.jpg,AMD Ryzen 7 5800X,8,3.8,4.7,105,Integrated GraphicsNone,245,AMD Ryzen 7 5800X         (288),https://es.pcpartpicker.com/product/qtvqqs/amd-ryzen-7-5800x-38-ghz-8-core-processor-100-100000063wof,"(288 Ratings, 4.8 Average)","Socket


AM4","Core Family


Vermeer"
1672945228-619,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/6881ec4618066263cbe6904e95ae9278.256p.jpg,Intel Core i5-11600K,6,3.9,4.9,125,Integrated GraphicsIntel UHD Graphics 750,245.83,Intel Core i5-11600K         (29),https://es.pcpartpicker.com/product/RK3gXL/intel-core-i5-11600k-39-ghz-6-core-processor-bx8070811600k,"(29 Ratings, 4.9 Average)","Socket


LGA1200","Core Family


Rocket Lake-S"
1672945231-620,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/31XEept+wTL.jpg,AMD Ryzen 5 2600,6,3.4,3.9,65,Integrated GraphicsNone,246.51,AMD Ryzen 5 2600         (0),https://es.pcpartpicker.com/product/6Nvqqs/amd-ryzen-5-2600-34-ghz-6-core-oemtray-processor-yd2600bbm6iaf,null,"Socket


AM4","Core Family


Pinnacle Ridge"
1672945233-621,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/51e7Imxjc8L.jpg,Intel Core i7-3770K,4,3.5,null,77,Integrated GraphicsIntel HD Graphics 4000,250,Intel Core i7-3770K         (218),https://es.pcpartpicker.com/product/7KjG3C/intel-cpu-bx80637i73770k,"(218 Ratings, 4.9 Average)","Integrated Graphics


Intel HD Graphics 4000","Socket


LGA1155"
1672945235-622,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/a2eebdda7c48c480719d4cb491f660dc.256p.jpg,Intel Core i5-12500,6,3,4.6,65,Integrated GraphicsIntel UHD Graphics 770,250.83,Intel Core i5-12500         (2),https://es.pcpartpicker.com/product/hvC48d/intel-core-i5-12500-3-ghz-6-core-processor-bx8071512500,"(2 Ratings, 5.0 Average)","Socket


LGA1700","Core Family


Alder Lake"
1672945237-623,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/33f96aec821c5c10f4b1fd636a7d1881.256p.jpg,Intel Core i5-9600K,6,3.7,4.6,95,Integrated GraphicsIntel UHD Graphics 630,255,Intel Core i5-9600K         (142),https://es.pcpartpicker.com/product/28qhP6/intel-core-i5-9600k-37ghz-6-core-processor-bx80684i59600k,"(142 Ratings, 4.8 Average)","Socket


LGA1151","Core Family


Coffee Lake Refresh"
1672945240-624,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/41F53BqjpJL.jpg,Intel Core i5-10500,6,3.1,4.5,65,Integrated GraphicsIntel UHD Graphics 630,255.8,Intel Core i5-10500         (0),https://es.pcpartpicker.com/product/JKbCmG/intel-core-i5-10500-31-ghz-6-core-processor-bx8070110500,null,"Socket


LGA1200","Core Family


Comet Lake"
1672945242-625,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-na.ssl-images-amazon.com/images/I/51rLr1NagHL.jpg,Intel Xeon E5-2650 V3,10,2.3,3,105,Integrated GraphicsNone,258.57,Intel Xeon E5-2650 V3         (0),https://es.pcpartpicker.com/product/2xFXsY/intel-cpu-bx80644e52650v3,null,"Socket


LGA2011-3","Core Family


Haswell-EP"
1672945245-626,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-na.ssl-images-amazon.com/images/I/51Ue4ETKugL.jpg,Intel Pentium E6300,2,2.8,null,65,Integrated GraphicsNone,260.51,Intel Pentium E6300         (0),https://es.pcpartpicker.com/product/FjMFf7/intel-cpu-at80571ph0722ml,null,"Integrated Graphics


None","Socket


LGA775"
1672945247-627,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/41-QX0buUuL.jpg,Intel Core 2 Duo E8300,2,2.83,null,65,Integrated GraphicsNone,260.54,Intel Core 2 Duo E8300         (0),https://es.pcpartpicker.com/product/p6fp99/intel-cpu-eu80570pj0736m,null,"Integrated Graphics


None","Socket


LGA775"
1672945249-628,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/614673693f9281d17b521cbf52799c68.256p.jpg,AMD Ryzen 3 3300X,4,3.8,4.3,65,Integrated GraphicsNone,261,AMD Ryzen 3 3300X         (23),https://es.pcpartpicker.com/product/NvCFf7/amd-ryzen-3-3300x-38-ghz-quad-core-processor-100-100000159box,"(23 Ratings, 4.9 Average)","Socket


AM4","Core Family


 Matisse"
1672945252-629,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/ed81b3f4911beef4ee212f49dec938ee.256p.jpg,Intel Core i5-11500,6,2.7,4.6,65,Integrated GraphicsIntel UHD Graphics 750,261.55,Intel Core i5-11500         (7),https://es.pcpartpicker.com/product/FsXJ7P/intel-core-i5-11500-27-ghz-6-core-processor-bx8070811500,"(7 Ratings, 4.7 Average)","Socket


LGA1200","Core Family


Rocket Lake-S"
1672945254-630,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/f9223631f303e54d9bd4aa9967c1f287.256p.jpg,Intel Core i5-11600KF,6,3.9,4.9,125,Integrated GraphicsNone,263.4,Intel Core i5-11600KF         (1),https://es.pcpartpicker.com/product/K3Z9TW/intel-core-i5-11600kf-39-ghz-6-core-processor-bx8070811600kf,"(1 Rating, 5.0 Average)","Socket


LGA1200","Core Family


Rocket Lake-S"
1672945256-631,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/6e4a9298687049841d3cb15170acc4cc.256p.jpg,Intel Core i7-10700,8,2.9,4.8,65,Integrated GraphicsIntel UHD Graphics 630,264.8,Intel Core i7-10700         (27),https://es.pcpartpicker.com/product/dLK2FT/intel-core-i7-10700-29-ghz-8-core-processor-bx8070110700,"(27 Ratings, 4.7 Average)","Socket


LGA1200","Core Family


Comet Lake"
1672945259-632,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://images-eu.ssl-images-amazon.com/images/I/51ZMybQM3cL.jpg,Intel Core i5-7400,4,3,3.5,65,Integrated GraphicsIntel HD Graphics 630,266.52,Intel Core i5-7400         (0),https://es.pcpartpicker.com/product/gWjWGX/intel-core-i5-7400-30ghz-quad-core-oemtray-processor-cm8067702867050,null,"Socket


LGA1151","Core Family


Kaby Lake-S"
1672945261-633,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/d57406e2534cf5ae6cb9141e656374f4.256p.jpg,AMD Ryzen 7 1700,8,3,3.7,65,Integrated GraphicsNone,269.26,AMD Ryzen 7 1700         (170),https://es.pcpartpicker.com/product/3kPzK8/amd-ryzen-7-1700-30ghz-8-core-processor-yd1700bbaebox,"(170 Ratings, 4.9 Average)","Socket


AM4","Core Family


Summit Ridge"
1672945264-634,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/01163d618db9518d03041c9997e23bb1.256p.jpg,Intel Core i5-12600KF,10,3.7,4.9,125,Integrated GraphicsNone,269.49,Intel Core i5-12600KF         (18),https://es.pcpartpicker.com/product/Tk8bt6/intel-core-i5-12600kf-37-ghz-6-core-processor-bx8071512600kf,"(18 Ratings, 4.9 Average)","Socket


LGA1700","Core Family


Alder Lake"
1672945266-635,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/c770299ed161e4589288e53b3c315088.256p.jpg,Intel Core i5-11600,6,2.8,4.8,65,Integrated GraphicsIntel UHD Graphics 750,271,Intel Core i5-11600         (2),https://es.pcpartpicker.com/product/34ddnQ/intel-core-i5-11600-28-ghz-6-core-processor-bx8070811600,"(2 Ratings, 5.0 Average)","Socket


LGA1200","Core Family


Rocket Lake-S"
1672945268-636,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,https://m.media-amazon.com/images/I/51JoxobFKIL.jpg,AMD Pro A10-7850B,4,3.7,4,95,Integrated GraphicsRadeon R7 (on-die),273,AMD Pro A10-7850B         (0),https://es.pcpartpicker.com/product/HscMnQ/amd-cpu-ad785bxbi44ja,null,"Socket


FM2+","Core Family


Kaveri"
1672945270-637,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/fd6305088c9d16d59017b380fb9c408a.256p.jpg,AMD Ryzen 5 7600X,6,4.7,5.3,105,Integrated GraphicsRadeon,273.8,AMD Ryzen 5 7600X         (7),https://es.pcpartpicker.com/product/66C48d/amd-ryzen-5-7600x-47-ghz-6-core-processor-100-100000593wof,"(7 Ratings, 4.9 Average)","Socket


AM5","Core Family


Raphael"
1672945273-638,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/2ee894e25a22610fb14cef95c9ce94b5.256p.jpg,Intel Core i7-4770,4,3.4,3.9,84,Integrated GraphicsIntel HD Graphics 4600,275,Intel Core i7-4770         (40),https://es.pcpartpicker.com/product/sCNp99/intel-cpu-bx80646i74770,"(40 Ratings, 4.8 Average)","Socket


LGA1150","Core Family


Haswell"
1672945275-639,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/fd3cc64653e9040372bb3570a019e71e.256p.jpg,Intel Core i7-11700F,8,2.5,4.9,65,Integrated GraphicsNone,275.29,Intel Core i7-11700F         (0),https://es.pcpartpicker.com/product/QDcG3C/intel-core-i7-11700f-25-ghz-8-core-processor-bx8070811700f,null,"Socket


LGA1200","Core Family


Rocket Lake-S"
1672945277-640,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=3,//cdna.pcpartpicker.com/static/forever/images/product/22517c4002202647d4d1906d37e43b48.256p.jpg,Intel Core i5-10600,6,3.3,4.8,65,Integrated GraphicsIntel UHD Graphics 630,279.89,Intel Core i5-10600         (2),https://es.pcpartpicker.com/product/hftKHx/intel-core-i5-10600-33-ghz-6-core-processor-bx8070110600,"(2 Ratings, 4.5 Average)","Socket


LGA1200","Core Family


Comet Lake"
1672945283-641,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=2,//cdna.pcpartpicker.com/static/forever/images/product/49771d14d439cdcb225dcf97e3e4cb20.256p.jpg,Intel Core i5-9500F,6,3,4.4,65,Integrated GraphicsNone,279.97,Intel Core i5-9500F         (0),https://es.pcpartpicker.com/product/vfrYcf/intel-core-i5-9500f-3-ghz-6-core-processor-bx80684i59500f,null,"Socket


LGA1151","Core Family


Coffee Lake Refresh"
1672945285-642,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=2,//cdna.pcpartpicker.com/static/forever/images/product/7a8133e4d1ab12830ce867e2958bbc2b.256p.jpg,Intel Core i5-12600,6,3.3,4.8,65,Integrated GraphicsIntel UHD Graphics 770,281.37,Intel Core i5-12600         (2),https://es.pcpartpicker.com/product/HqXJ7P/intel-core-i5-12600-33-ghz-6-core-processor-bx8071512600,"(2 Ratings, 4.5 Average)","Socket


LGA1700","Core Family


Alder Lake"
1672945288-643,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=2,//cdna.pcpartpicker.com/static/forever/images/product/f4137a480bf61e69b6d83e150a0afb01.256p.jpg,Intel Core i5-9500,6,3,4.4,65,Integrated GraphicsIntel UHD Graphics 630,282.14,Intel Core i5-9500         (0),https://es.pcpartpicker.com/product/dD4BD3/intel-core-i5-9500-3-ghz-6-core-oemtray-processor-cm8068403362610,null,"Socket


LGA1151","Core Family


Coffee Lake Refresh"
1672945290-644,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=2,//cdna.pcpartpicker.com/static/forever/images/product/965ab64fbbbf1a096201650af8b88699.256p.jpg,Intel Core i7-11700KF,8,3.6,5,125,Integrated GraphicsNone,282.79,Intel Core i7-11700KF         (2),https://es.pcpartpicker.com/product/Fgt9TW/intel-core-i7-11700kf-36-ghz-8-core-processor-bx8070811700kf,"(2 Ratings, 5.0 Average)","Socket


LGA1200","Core Family


Rocket Lake-S"
1672945292-645,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=2,https://m.media-amazon.com/images/I/61M7tRoqePL.jpg,Intel Core i5-10600K,6,4.1,4.8,125,Integrated GraphicsIntel UHD Graphics 630,283.11,Intel Core i5-10600K         (0),https://es.pcpartpicker.com/product/QBMTwP/intel-core-i5-10600k-41-ghz-6-core-processor-bx8070110600ka,null,"Socket


LGA1200","Core Family



Comet Lake"
1672945294-646,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=2,//cdna.pcpartpicker.com/static/forever/images/product/590d9c982550da4f2f69490c5f9c0902.256p.jpg,AMD Ryzen 7 1700X,8,3.4,3.8,95,Integrated GraphicsNone,283.7,AMD Ryzen 7 1700X         (94),https://es.pcpartpicker.com/product/9Q98TW/amd-ryzen-7-1700x-34ghz-8-core-processor-yd170xbcaewof,"(94 Ratings, 4.9 Average)","Socket


AM4","Core Family


Summit Ridge"
1672945297-647,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=2,https://images-na.ssl-images-amazon.com/images/I/51m7EsJG9-L.jpg,Intel Core i5-4690,4,3.5,3.9,84,Integrated GraphicsIntel HD Graphics 4600,284.99,Intel Core i5-4690         (43),https://es.pcpartpicker.com/product/r8W9TW/intel-cpu-bx80646i54690,"(43 Ratings, 4.9 Average)","Socket


LGA1150","Core Family


Haswell Refresh"
1672945299-648,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=2,https://m.media-amazon.com/images/I/313xmNM2AiL.jpg,AMD FX-8350,8,4,null,125,Integrated GraphicsNone,285,AMD FX-8350         (8),https://es.pcpartpicker.com/product/WGPzK8/amd-fx-8350-40ghz-8-core-processor-fd8350frhkhbx,"(8 Ratings, 4.6 Average)","Integrated Graphics


None","Socket


AM3+"
1672945301-649,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=2,https://images-na.ssl-images-amazon.com/images/I/51rLr1NagHL.jpg,Intel Xeon E5-2670 V3,12,2.3,3.1,120,Integrated GraphicsNone,286.24,Intel Xeon E5-2670 V3         (1),https://es.pcpartpicker.com/product/jnTrxr/intel-cpu-bx80644e52670v3,"(1 Rating, 5.0 Average)","Socket


LGA2011-3","Core Family


Haswell-EP"
1672945303-650,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=2,//cdna.pcpartpicker.com/static/forever/images/product/527689a6c15ca46365a5c1fa0804c613.256p.jpg,Intel Xeon E3-1220 V6,4,3,3.5,72,Integrated GraphicsNone,286.75,Intel Xeon E3-1220 V6         (0),https://es.pcpartpicker.com/product/JXx9TW/intel-xeon-e3-1220-v6-30ghz-quad-core-processor-bx80677e31220v6,null,"Socket


LGA1151","Core Family


Kaby Lake-S"
1672945306-651,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=2,/static/forever/img/no-image.png,Intel Core i5-13500,14,2.5,4.8,65,Integrated GraphicsIntel UHD Graphics 770,287.8,Intel Core i5-13500         (0),https://es.pcpartpicker.com/product/mtmmP6/intel-core-i5-13500-25-ghz-14-core-processor-bx8071513500,null,"Socket


LGA1700","Core Family


Raptor Lake"
1672945308-652,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=2,//cdna.pcpartpicker.com/static/forever/images/product/55aea2dd64e2e3a3e3b1d678048d8d76.256p.jpg,AMD Ryzen 5 2600X,6,3.6,4.2,95,Integrated GraphicsNone,289.37,AMD Ryzen 5 2600X         (225),https://es.pcpartpicker.com/product/6mm323/amd-ryzen-5-2600x-36ghz-6-core-processor-yd260xbcafbox,"(225 Ratings, 4.8 Average)","Socket


AM4","Core Family


Pinnacle Ridge"
1672945310-653,https://es.pcpartpicker.com/products/cpu/#sort=-price&page=2,//cdna.pcpartpicker.com/static/forever/images/product/c7baf2c9c9cc15ae23adb24c2f4316fc.256p.jpg,AMD Ryzen 5 3600X,6,3.8,4.4,95,Integrated GraphicsNone,289.37,AMD Ryzen 5 3600X         (197),https://es.pcpartpicker.com/product/3WYLrH/amd-ryzen-5-3600x-38-ghz-6-core-processor-100-100000022box,"(197 Ratings, 4.9 Average)","Socket


AM4","Core Family


Matisse"
